DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Sample/Labslip ID,Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/5/1987 13:30,7/5/1987 13:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53253,,,53253,53253,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/19/1987 11:00,8/19/1987 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53257,,,53257,53257,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/9/1988 14:00,6/9/1988 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53260,,,53260,53260,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/28/1990 11:45,6/28/1990 11:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53230,,,53230,53230,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/24/1989 14:00,7/24/1989 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53219,,,53219,53219,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/10/1997 10:30,8/10/1997 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53274,,,53274,53274,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/5/1987 12:00,8/5/1987 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53256,,,53256,53256,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/30/1988 11:00,6/30/1988 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53263,,,53263,53263,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/9/1999 10:00,8/9/1999 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53206,,,53206,53206,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/31/1993 11:00,8/31/1993 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:152985,,,152985,152985,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/12/1987 11:30,10/12/1987 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53220,,,53220,53220,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/2/1988 14:00,9/2/1988 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53222,,,53222,53222,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/12/1988 11:00,9/12/1988 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53223,,,53223,53223,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/31/1989 10:30,8/31/1989 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53227,,,53227,53227,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/15/1989 10:30,9/15/1989 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53228,,,53228,53228,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/6/1990 10:30,7/6/1990 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53231,,,53231,53231,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/1/1990 10:00,8/1/1990 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53234,,,53234,53234,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/10/1990 11:00,8/10/1990 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53235,,,53235,53235,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/10/1991 10:45,6/10/1991 10:45,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53237,,,53237,53237,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/16/1991 10:30,7/16/1991 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53240,,,53240,53240,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/31/1991 10:30,7/31/1991 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53241,,,53241,53241,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/17/1991 10:10,9/17/1991 10:10,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53244,,,53244,53244,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/27/1992 11:30,7/27/1992 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53247,,,53247,53247,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/18/1992 11:00,8/18/1992 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53248,,,53248,53248,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/26/1987 16:30,5/26/1987 16:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53208,,,53208,53208,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/17/1988 11:30,7/17/1988 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53211,,,53211,53211,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/31/1988 16:00,7/31/1988 16:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53212,,,53212,53212,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/21/1988 14:00,8/21/1988 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53213,,,53213,53213,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/18/1989 14:00,6/18/1989 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53216,,,53216,53216,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/17/1989 14:00,7/17/1989 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53218,,,53218,53218,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/23/2002 11:00,6/23/2002 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:772808,,,772808,772808,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/2002 15:00,7/4/2002 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:772809,,,772809,772809,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/15/2002 17:00,9/15/2002 17:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:772811,,,772811,772811,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/3/2001 14:00,9/3/2001 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720147,,,720147,720147,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/16/2001 15:00,9/16/2001 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720148,,,720148,720148,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/23/2001 13:30,10/23/2001 13:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720150,,,720150,720150,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/12/2000 10:00,8/12/2000 10:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163210,,,163210,163210,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/3/2000 11:00,9/3/2000 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163211,,,163211,163211,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/28/2000 12:00,10/28/2000 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:163213,,,163213,163213,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/4/1995 11:00,9/4/1995 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53267,,,53267,53267,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/23/1997 10:30,6/23/1997 10:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53273,,,53273,53273,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,MURKY,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/21/1998 12:00,6/21/1998 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53277,,,53277,53277,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/5/1998 1:00,7/5/1998 1:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53278,,,53278,53278,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",2/1/1999 11:00,2/1/1999 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53281,,,53281,53281,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/4/2001 15:00,8/4/2001 15:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:720146,,,720146,720146,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/6/2004 11:00,6/6/2004 11:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:801967,,,801967,801967,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/2004 13:00,7/4/2004 13:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:801968,,,801968,801968,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/23/2004 12:00,10/23/2004 12:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:801972,,,801972,801972,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/16/1987 16:00,5/16/1987 16:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53251,,,53251,53251,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/8/1987 13:30,7/8/1987 13:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53254,,,53254,53254,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/23/1987 16:00,7/23/1987 16:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53255,,,53255,53255,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/1/1987 14:00,9/1/1987 14:00,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53258,,,53258,53258,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/16/1988 11:30,6/16/1988 11:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53261,,,53261,53261,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90000,SWIMS,WATER COLUMN APPEARANCE,CLEAR,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/23/1988 13:30,6/23/1988 13:30,,,,,WLSH Secchi Field Only,,,,,,,WLSH:53262,,,53262,53262,,,,44.21,-89.11,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/24/2005 12:00,9/24/2005 12:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828382,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/22/2006 14:00,9/22/2006 14:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827457,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/2006 10:00,7/4/2006 10:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827451,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/5/2005 17:00,9/5/2005 17:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828381,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/27/2005 15:00,8/27/2005 15:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828380,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/6/2005 11:30,8/6/2005 11:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828379,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/24/2005 13:45,7/24/2005 13:45,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828378,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/2005 13:00,7/4/2005 13:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828377,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/25/2005 15:00,6/25/2005 15:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828376,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/30/2005 13:30,5/30/2005 13:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:828375,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),GREEN,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/5/2006 10:00,10/5/2006 10:00,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827458,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/4/2006 14:30,9/4/2006 14:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827455,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
90001,SWIMS,WATER COLOR (VISUAL),BLUE,,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/20/2006 13:30,8/20/2006 13:30,,,,,CLMN Secchi: field only,,,,,,,LksCollId:827454,,,,,,,,44.21839,-89.1125,44.21839,-89.1125,,,703055,Long Lake - East Basin,191100,Long Lake,LAKE,Pine and Willow Rivers,Waushara,Wolf River,
