DNR Parameter,Parameter Type,Description,Result,Units,Present/Absent,Analysis Method,Start Date/Time,Analysis Date/Time,Result Depth,Header/Labslip Depth,Lab ID,Lab Method,Result Comments,Lab Comments,LOD,Lower Bound,LOQ,Upper Bound,ID No,ID Point No,Second ID No,Fieldwork Event Field No,Sample/Labslip Field No,Project #,Sample Description,Location Description,Monitoring Location Latitude,Monitoring Location Longitude,Monitoring Station Latitude,Monitoring Station Longitude,Received,Reported,Station ID,Station Name,WBIC,Official Waterbody Name,Station Type,Watershed,County,WMU,Lab Account Code
49701,DNR_STORET,SECCHI DEPTH - FEET,11.25,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/7/1989,10/7/1989 12:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47400,,,47400,47400,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,11,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/12/1989,8/12/1989 14:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:47394,,,47394,47394,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,11.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/19/1999,9/19/1999 10:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47506,,,47506,47506,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,18,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/29/1999,5/29/1999 15:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47499,,,47499,47499,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/8/1998,10/8/1998 1:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47495,,,47495,47495,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,21,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/25/1998,5/25/1998 2:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47486,,,47486,47486,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,17,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/19/1997,7/19/1997 14:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47481,,,47481,47481,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/31/1996,8/31/1996 12:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47474,,,47474,47474,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,14,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/4/2000,7/4/2000 13:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:176481,,,176481,176481,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",11/11/2000,11/11/2000 11:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:176474,,,176474,176474,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/30/2001,6/30/2001 14:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:242027,,,242027,242027,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,17,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/30/2002,8/30/2002 14:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:770204,,,770204,770204,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,24,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/5/2002,5/5/2002 12:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:770197,,,770197,770197,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,32,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/2/1995,4/2/1995 11:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:47457,,,47457,47457,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,24,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/27/1997,4/27/1997 15:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47478,,,47478,47478,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,9,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/1/2004,8/1/2004 11:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:801904,,,801904,801904,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,24.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/21/2003,6/21/2003 12:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:785592,,,785592,785592,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/16/1995,7/16/1995 13:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47463,,,47463,47463,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/26/1994,6/26/1994 16:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47450,,,47450,47450,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,26.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/19/1993,5/19/1993 16:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47436,,,47436,47436,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/31/1992,5/31/1992 12:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47424,,,47424,47424,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/8/1990,8/8/1990 13:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47411,,,47411,47411,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,13,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/17/1989,9/17/1989 14:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:47399,,,47399,47399,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,14,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/8/2001,4/8/2001 14:30,,,,WLSH Secchi Field Only,,,,,,,WLSH:242022,,,242022,242022,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,16,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/11/1998,7/11/1998 11:00,,,,WLSH Secchi Field Only,,,,,,,WLSH:47490,,,47490,47490,,,,43.03,-88.53,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,26.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",3/26/2006,3/26/2006 15:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826616,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,26.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/22/2006,4/22/2006 17:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826617,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,19,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/20/2006,5/20/2006 10:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826618,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/18/2006,6/18/2006 16:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826619,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,11,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/16/2006,7/16/2006 14:30,,,,CLMN Secchi: field only,,,,,,,LksCollId:826621,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,9.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/13/2006,8/13/2006 15:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826623,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,17.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/30/2006,9/30/2006 14:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826625,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,17.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/21/2006,10/21/2006 15:30,,,,CLMN Secchi: field only,,,,,,,LksCollId:826626,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/30/2006,7/30/2006 16:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826622,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,14,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/3/2006,9/3/2006 13:00,,,,CLMN Secchi: field only,,,,,,,LksCollId:826624,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,25,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/29/2007,4/29/2007 14:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,20,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/27/2007,5/27/2007 10:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,34,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/9/2007,6/9/2007 11:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,13.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/1/2007,7/1/2007 15:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/15/2007,7/15/2007 13:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/5/2007,8/5/2007 13:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,11,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/25/2007,8/25/2007 15:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,11.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/1/2007,9/1/2007 13:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/23/2007,9/23/2007 15:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/6/2007,10/6/2007 12:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,20,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/28/2007,10/28/2007 14:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,22,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/27/2008,4/27/2008 13:40,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,22.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/28/2008,5/28/2008 12:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,20,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/8/2008,6/8/2008 15:45,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,20,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/22/2008,6/22/2008 12:10,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/6/2008,7/6/2008 11:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,7,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/20/2008,7/20/2008 13:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,8.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/2/2008,8/2/2008 10:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,10,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/16/2008,8/16/2008 14:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,11,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/31/2008,8/31/2008 14:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,14,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/18/2008,9/18/2008 14:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,18,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",10/11/2008,10/11/2008 13:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,28,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/10/2012,6/10/2012 12:30,,,,,,,,,,,683123,,,JUNE,JUNE,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,SH016
49701,DNR_STORET,SECCHI DEPTH - FEET,12.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/3/2012,9/3/2012 10:15,,,,,,,,,,,683123,,,SEPT,SEPT,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,SH017
49701,DNR_STORET,SECCHI DEPTH - FEET,17,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",4/5/2009,4/5/2009 14:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,23,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/3/2009,5/3/2009 11:30,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,22,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",5/30/2009,5/30/2009 12:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,25.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",6/14/2009,6/14/2009 11:15,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,14,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/3/2009,7/3/2009 14:15,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,12,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/19/2009,7/19/2009 12:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,15,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",7/31/2009,7/31/2009 14:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,19.5,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",8/23/2009,8/23/2009 0:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
49701,DNR_STORET,SECCHI DEPTH - FEET,17,FEET,,"CLMN - Secchi, Color, Clarity, Perception, Lake Level 1986",9/8/2009,9/8/2009 13:00,,,,,,,,,,,683123,,,,,,,,43.03333,-88.535286,43.03333,-88.535286,,,683123,Golden Lake - Deep Hole,775900,Golden Lake,LAKE-DEEPEST SPOT,Bark River,Waukesha,Lower Rock,
